Manx,English,Page,Notes
"As my t’ow dy bragh treshteil dy ghol gys Niau, nee oo oo-hene yanoo arloo son yn ynnyd gloroil shen ; my ta fys ayd nagh vod dooinney erbee fegooish crau-eeaght yn Chiarn akin.","And as ever you hope to go to Heaven, you will endeavour to fit your self for that glorious Place ; Remembring, that without Holiness no man shall see the Lord.",21,
"Cha lig gialdynyn firrinagh Yee dhyt mee-hreshteil, as grennee’n vaynrys ta soit kiangoyrt rhyt oo dy ghol er dy hoshiaght.",The sure Promise of God will not suffer you to despair : And the Joy that is set before you will encourage you to press forwards.,21,
"Bee oo booisal gys Jee son geamagh ort gys y stayd shoh dy hau-altys, as dy gennal gow-ee oo ayns laue ny Conaantyn te shirrey ort y chooilleeney.",You will be thankfull to God for calling you to this State of Salvation ; and gladly undertake the Conditions he requires of you.,22,
"Cre ta ny Conaantyn shen, yn chied red liasagh oo nish smooinaght er. Agh hoshiaght cur molley as lesh cree booisal abber ny goan shoh.","What these Conditions are, is what next you should think of. But first, let us take words of Praise, and with a thankful Heart say as followeth.",22,
"OOilleh niartal as Yee ta dy bragh ALmighty and everlasting God, heavenly er-mayrn, Ayr Flaunyssagh, ta shin cur booise injill dooit dy chooidsave liat geamagh orryn gys tushtey jeh dy ghrayse as credjue aynyd : Bishee’n tushtey shoh as niartee yn credjue shoh aynyn son dy bra. Slanee ooilleh doghanyn nyn anmeh, as jean graih cree-oil gys casherickys y chroo aynyn dy vod mad tannaghtyn dt’harvaantyn ny Gialdynyn ayd y gheddyn, as ve goal ayrne ayns dy Reereeaghts vees dy bragh er-mayrn, son graih Yeesey Creest. Amen.","Father, we give thee humble Thanks that thou hast vouchsafed to call us to the Knowledge of thy Grace and Faith in Thee : Increase this Knowledge, and confirm this Faith in us evermore. Heal all the naughty Inclinations of our Souls, and create in us a hearty Love unto Holiness, that continuing thy Servants, we may attain thy Promises, and be made Partakers of thine everlasting Kingdom, for Jesus Christ his sake. Amen.",22,
"Q. YOal my Ghedjaghyn as my Vimmaghyn er my hon, Dy dregin y Drough-spyrryd as ooilley ’Obraghyn.","My Godfathers and Godmothers did promise for me, That I should renounce the Devil and all his Works.",23,
Guee’m erriu cur jee tushtey dou jeh shoh.,Pray make me understand the Meaning of this.,23,
"A. Shegin dhyt toiggal dy vel ec y Jouyl Reereeaght ayns y Teihl shoh, as sleih ta cur bialys da, as dy hirveish e naght myr t’ec Creest.","A. You must know, that the Devil has a Kingdom, and Subjects, and Servants in this World, as well as Christ has his.",23,
"Ooilley ny oddys e choyrlagh dy hregeil Annaghyn Yee as dy eyrt ersyn as er e raadjin, ad ny Sharvaantyn echey.","26  All that he can prevail upon to forsake the Commands of God, and to follow him and his ways, are his Servants.",23,
"Adsyn ooilley ta shassoo noi e violaghyn as goal orroo dy ve reilt liorish Leihaghyn Yee, ad shen Sharvaantyn Chreest, haink stiagh ayns y Teihl dy stroie Obbraghyn y Jouyl.","All that oppose his Temptations, and resolve to be governed by the Laws of God, are the Servants of Christ, who came into the World to destroy the works of the Devil.",23,
"Myr shen quoi-erbee vees ny harvaant dy Chreest, shegin da’n Jouyl as e Obbraghyn y hregeil.","So that whoever will be a Servant of Christ, must Renounce the Devil and all his Works.",23,
Son shirree’n drogh-spyrryd shen dy chooilley aght dy hayrn oo veih shirveish Yee.,"For that wicked Spirit will endeavour, by all ways, to draw you from the Service of God.",23,
"Q. Guee’m erriu insh jee dou, cre nee’m dy vodym gyn geyrt er, as gyn ve er my leedeil liorish ?","Q. Pray instruct me what to do, that I may not follow, nor be lead by him.",23,
"A. Bee’n choyrle veryms dhyt gare as ashagh, as cordail rish y stayd t’ow ayn.","A. The Directions I give you shall be short and plain, and suited to your Condition.",23,
"[17] Cooinee er shoh dy kinjagh dy nee peccah ’n olk smoo oddys y ve ; son bee jerreh er dy chooilley olk elley, yn chooid soidjeh tra yow baas, agh liannee peccah dhyt son dy bra.","Let this be ever in your Mind, that Sin is the worst of all Evils ; for all other Evils will have an end, at farthest, when you die, but Sin will make you miserable for ever.",23,
"[ 15 ] Cooinee er dy vel oo liorish dooghys arloo dy hutchim ayns peccah, dy jean y Drogh-spyryd oo y violagh huggeh, as dy nee Jee ny lomarcan oddys dy hauail.","Remember that you are naturally inclin’d to sin, that the Devil will tempt you to it, and that God only can save you.",24,
"As eisht, Cha jean oo dy bragh treshteil ayns dty niart hene, agh ayns y Jee bio.","And then, You will never trust in your own Strength, but in the Living God.",24,
"Hug-e nee oo kinjagh dt’phadjer son cooney, as my hayrn-ys oo er gerreh da-syn, tayrn-ee eshyn er-gerreh dhyts.","To him you will constantly pray for Help ; and if you draw nigh to him, he will draw nigh to you.",24,
"As fooast cha jean mie dhyt jerkal rish cooney Yee, mannagh ghoonoo liat hene ; son ta shen dy vrasnagh yn Chiarn.","And yet, you must not expect God’s Assistance, without using your own endeavours ; for that is to tempt the Lord.",24,
"My nee Peccee dt’ violagh, ny cur geil daue, son Sharvaantyn y Jouyl ad.","If Sinners entice you, you must not consent unto them : for they are the Devil’s Instruments.",24,
"My hagherys oo ayns drogh heshaght, shegin dhyt chelleeragh cosney vou, as gyn shooyl ayns y raad maroo, er aggle dy dreig Jee oo.","If you fall into evil Company, you must get out of it immediately, and not walk in the way with them, lest God forsake you.",24,
"Cha negin da veg ve ayd dy yanoo rish Ard-sharvaantyn y Drogh spyryd ; Butchyn as Fir-obbee, son t’ad shoh eajee ayns shilleh’n Chiarn.","You must have nothing to do with the Devils own Servants, as all Witches and Charmers are, and are therefore an Abomination to the Lord.",24,
"As shegin dhyt er-skyn ooilley guee nagh duit oo ayns peccaghyn y Drogh-spyryd hene, ta shen dy ghra Moyrn, drogh chooileeney, cool-chassid as Breagyn.","And you must, especially, pray that you may not fall into the Devil’s own Sins, which are Pride, and Revenge, and Backbiting, and Lying.",24,
"As er jerrey ooilleh tra ta Spyryd casherick Yee cur [18] Smooinaght mie ayns dt’aigney, ny geddyn foill dhyt son janoo dy olk, shegin dhyt ve bialagh gys coraa Yee, as ver e graih dhyt as nee e vaghey mayrt as freilee e oo veih Noid dt’anmey.","And lastly, When the Holy Spirit of God puts into your Mind good Desires, or checks you for doing ill, you must obey the Voice of God, and he will love you, and dwell with you, and preserve you from your ghostly Enemy.",24,
"Q. Myr shen ta ennaghtyn cree-oil jeh’n annoonid as y voughtynid ain ymmyrchagh dy hayrn shin gys Jee, fegooish y cooney echyssyn yinnagh y Drogh-spyryd shin y leeideil gys y vondiaght hene myr ballish.","Q. So that a hearty Sense of our own Weakness and Misery, is necessary to bring us to God, without whose help the Devil would lead us captive at his will.",24,
"A. Te myr shen. As ta Jee dy mennick ayns e Ard-chreenaght surrance sleih dy huitchim ayns peccaghyn mooar, dy injillagh ad as dy chur toiggal daue jeu hene, dy vod ad treshteil ersyn ny lomarcan.","A. It is so. And God in his Providence often suffers Men to fall into great Sins, to humble them, and to shew them to themselves, that they may depend upon him only.",25,
Q. Yoal ad— Dy dregin Moyrn as fardail y Teihl vee-chrauee shoh as ooilleh saynt pheccoil ny foalley.,"Q. They promised— That I should renounce the Pomps and Vanity of this wicked World, and all the sinful Lusts of the Flesh.",25,
Cre ta shiu dy hoigal liorish shoh ?,What is meant by this ?,25,
"A. Nagh lishagh oo dty chree y hoi-agh er nee erbee ver ort graih smoo ve ayd er y Teihl shoh, ny er y Teihl ta ry heet, son cha nee shoh’n seihl vou er dt’ chroo er y hon.","A. That you should not set your heart upon such things as are apt to make you love this World better than the next, for this is not the World you were made for.",25,
"Q. Vod graih smoo ve ain er nee erbee sy teihn[1], ny t’ain er Niau ?",Q. Is it possible for one to love any thing better than Heaven ?,25,
"A. Cree[2] erbee smoo ta dooinney smooinaght er, er shen dy jarroo ta e graih soit.","A. What a Man thinks of most, that he loveth best to be sure.",25,
"Nish ta ymmodee dy reddyn ayns shilley casley rish maynrys, as t’ad er y fa shoh enmyssit Moyrn y Teihl, son dy vel ad [19] tayrn huc sooylyn as aignaghyn sleih, as ny yei cha vel ad agh fardail, as cha vod ad maynrys chur dooin.","Now, there are many Things which make a shew and appearance of Happiness, and are therefore called Pomps, because they draw Men’s Eyes and Affections towards them, and yet they are but Vanity, and cannot make us Happy.",25,
Q. Cre ny reddyn shen ?,Q. What are the things you mean ?,25,
"A. Ta’n Ostyl ginsh dhyt. T’ad Saynt ny foalley, ta shen dy chooilley evnys pheccoil. Saynt ny sooylley ; Ta shen, Yearee Berchys. As Moyrn y Vea, ny cre-erbee ta cur orrin ve moralagh. Ad shoh ooilleh lishagh Creestee y hregeil.","A. The Apostle tells you ; They are the Lusts of the Flesh, that is, all sinful Pleasures. The Lust of the Eye ; that is, the desire of Riches. And the Pride of Life, or whatever makes us to value our selves ; all which a Christian ought to Renounce.",25,
Q. Negin da Creestee dy chooilley evnys seihltagh y hregeil ?,Q. Must a Christian renounce all Pleasures ?,26,
"A. Ta evnyssyn ayn nagh lishagh Creestee ve dy bragh ainjyssagh orroo, myn gian1 ta Goo Yee gra, Nagh vou Maardyragh, ny Fer-meshtal, ny eshin ta Niau-ghlan eiraght ayns Reereeaght Chreest as Yee. Cre-erbee cha millish as t’ad cha vel ayd agh yn yn reih shoh, shegin dhyt oo hene y reall vou, er nonney ve deyrit gys coal anmey son dy bra.","A. There are Pleasures which a Christian ought never to be acquainted with ; concerning which, the Scripture saith, That no Whoremonger, nor Drunkard, nor unclean Person, hath any Inheritance in the Kingdom of Christ and of God. However tempting these Pleasures may be, you have but this Choice, you must deny your self, or be for ever damned.",26,
"As cha soih oo dt’chree er evnyssyn Seihltagh ga t’ad dy jarroo fegooish lought, cha moo liggys oo rour jeh dt’earish lieu, my chooinys oo dy menick er goan Chreest. Smerg divish ta garey nish ta cur shaghey nyn earish ayns aash as maynrys, son nee shiu dobberyn as cheaney.","And even innocent Pleasures, you will not set your Heart upon them, nor let them have too much of your time, if you often remember the Words of Christ. Wo unto you that laugh now, who spend your Life in Ease and Pleasures, for ye shall lament and weep.",26,
"Smooinee ayd hene dy vel Creestee ayns y vea shoh janoo e hene arloo son Niau ; nish cha vod oo dt’aigney hoiagh er shen, my vees oo roa vooiagh lesh ny t’ad2 ayns shoh.","Consider that a Christian is in this Life, fitting himself for Heaven ; Now, it is impossible you should mind that Business, if you are too well pleased with what you find here.",26,
"[20] Shoh’n oyr ta seaghyn cha ymmyrchagh as cre’n fa ta Jee dy chur orrin ad : Dyn jarbaa veih’n fardail ta shin roa arloo dy ve graiagh er, as dy chur orrin smooinaght er as ve kiaralagh son Bea share.","This is the Reason why Afflictions are necessary, and why God sends them. To wean us from these Vanities, which we are too apt to dote on, and to make us think of, and provide for a better Life.",26,
As shoh’n oyr ta Berchys cha dangeragh dy vel Yeesey Creest er hoilshagh dy vel eh feer doillee son dooinney Berchagh dy ve ny Chreestee vie.,"And this is the Reason why Riches are so dangerous, that Jesus Christ hath affirmed, It is very hard for a rich Man to be a good Christian.",26,
Q. Cre’n fa ta Berchys cha dangeragh as dy lishagh shin nyn dreigeil ad ?,"Q. Why are Riches so dangerous, and to be renounced ?",27,
"A. Son dy vel ad cur lieu miolaghyn mooar maroo. T’ad miolagh sleih dy yarood Jee dy smooinaght roa vie jeu hene, as dy hreshteil ayn doo hene ; dy ve moaralagh harroossyn ta fo-oo ; dy veaghey ayns licheraght as fegooish keird onneragh ; as dy yanoo kiarrail son yn Eihl dy leeney’n Taynt eck. Ta’d shoh ooilleh feer lajer dy chrommey sleih gys soiagh smoo y yanoo jeh’n vea shoh ny jeh’n vea ta ry heet, as dy yarood dy nee veih Jee ta ooilley ny t’oc.","A. Because they bring great Temptations along with them. They tempt Men to forget God ; To think too well of, and to trust in themselves ; To Lord it over their Inferiours ; to live in Slothfulness, and without any honest Employment ; And to make Provision for the Flesh to fulfil the Lusts thereof. All which things strongly incline Men to prefer this Life to a future, and to forget that they depend upon God.",27,
"Marish shoh, ta lesh Berchys cheet ymmodee kiarrail, ta arloo dy hoghtey rass mie Spyryd Yee, cuirt ayns nyn Greeaghyn.","Besides Riches are attended with Cares which are apt to choak the good Seed, the Spirit of God sowes in our Hearts.",27,
Q. Negin da dy chooilley ghooiney eisht ta shirrey a’nnym1 hau-ail smooinaghtyn er Berchys y hreigeil ?,"Q. Must then every Man who would save his Soul, renounce the Thoughts of Riches ?",27,
"A. Foddee Berchys v’er ny usal gys ymyd vie ; T’an Ostyl ginsh dhyt cre’n aght. Agh ta’d reddyn dangeragh, as cha lishagh oo ny nearree,2 ny chummal ad lesh rour Saynt.","A. Riches may be used to good Purposes, the Apostle tells you how. 1 Tim. 6. 17, 18. But they are dangerous things, and you ought neither to desire, nor enjoy them too eagerly.",27,
"[21] Q. Cre’n choyrle ver shiu dou, nagh jeanym shen ?","Q. What Advice will you give me, that I may not do so ?",27,
A. Nagh shir-oo liorish raadjin Niau-chairagh dty stayd y yanoo ny share ny te ; cooinee er goan Chreest. Cre’n vondeish t’ec dooiney dy gosnagh e yn seihl ooilleh as y annym hene y choal ?,"A. That you may not endeavour by unjust Ways to better your Condition, remember the words of Christ. What will it profit a Man if he shall gain the whole World, and lose own Soul ?",27,
"Dy veenagh dt’earee, smooinee er, myr smoo t’ayd, smoo shegin dhyt coontey chur er y hon. Dy yanoo ashagh jeed, shegin toiggal ve ayd nagh nee’n ymmodee cooid t’ec deney, ta cur maynrys daue, agh dy vel Jee liggey daue solley ghoal jeh ny t’oc, lig eh ve mooar ny beg.","To moderate your Desires, consider, that the more you have, the more you must account for. To make you contented, you must know, That Men are not happy, because they have a great deal, but because God gives them Power to enjoy what they have, be that more or less.",28,
