English,Manx
"Jer. xvii. 9. The Heart is deceitful, and desperately wicked; who can know it?",Jer. xvii. 9. Ta’n Cree molteyragh as mee-chrauee erskyn towse; quoi oddys toiggal eh?
,
"I cannot, indeed, answer for my own Heart; but there is no Word, O Lord, impossible with Thee: In Thee I do put my Trust, let me never be put to Confusion:—Keep it ever in my Heart what an evil thing and bitter, it will be, to forsake the Lord.","Cha voddym’s dy jarroo freggyrt son my Chree hene; agh cha vel Fockle erbee, O Hiarn, nagh vel ayns dty Phooar: Aynyd’s ta mee cur my Hreishteil, ny lhig dou dy bragh ve er my choyrt gys Nearey: Freill eh dy bragh ayns my Chree cre’n Red olk as sharroo vees eh, dy hreigeil y Chiarn."
"1 John iii. 8. He that committeth Sin (who abandons himself to live in any known Sin) is of the Devil,—is under his Power and Government.","1 Ean iii. 8. Eshyn ta jannoo Peccah (ta livrey harrish eh hene dy veaghey ayns Peccah er-fys da) t’eh jeh’n Drogh-Spyrryd,—t’eh fo yn Phooar as y Reill echey."
"Preserve me, gracious God, from so fatal a Blindness, to chuse Satan for my Lord and Governor, instead of thy Blessed Son, who laid down his Life to redeem us from the dreadful Tyranny of the Devil.","Freill mish, Yee ghraysoil, veih’n Deillid Annym-stroiagh shen, dy reih Noid ny Hanmey son my Hiarn as my Chiannoort, ayns Ynnyd dty Vac Bannit, eh hug sheese e Vioys dy chosney shin reesht veih Tranlaase atchimagh y Jouyl."
"1 John ii. 25. This is the Promise that he hath promised us, eternal Life.","1 Ean ii. 25. She shoh yn Gialdyn t’eh er n’yannoo dooin, dy jarroo yn Vea veayn."
,
"How infinitely good is God, to give us so great Encouragement to save ourselves from Ruin!—Give me, [60] I beseech Thee, a firm Faith in this Promise, that no Fears may terrify me, no Pleasures may corrupt my Heart; No Difficulties may discourage me from serving Thee.","Cre cha mie erskyn-insh ta Jee, dy chur dooin lheid yn Ard-treishteil, dy reayll shin hene veih Toyrt-mow!—Cur [60] dooys, ta mee guee ort, Credjue shickyr ayns y Ghialdyn shoh, nagh vod Atchim erbee m’y agglagh, nagh vod Eunyssyn erbee my Chree y chleayney;—As nagh jean Seaghyn erbee m’y agglagh veih uss y hirveish."
"Matt. xvi. 24. If any Man will come after me, let him deny himself, and take up his Cross and follow me.","Mian xvi. 24. My ta Dooinney erbee aggindagh geiyrt orrym’s, lhig da eh hene y obbal, as e Chrosh y hroggal, as geiyrt orrym."
"O my Saviour! who pleasedst not thyself, but tookest upon Thee the Form of a Servant, let me not profess to follow Thee, without endeavouring to follow the blessed Steps of thy most Holy Life,—Thy Patience, Meekness, and Humility: Thy great Disregard for the World, its Pleasures, Profits, and all its Idols:—Thy sensible Concern for the Miseries of Men:—Thy Unweariedness in doing Good:—Thy Constancy in Prayer, and Resignation to the Will of thy Father.—Let me part with any thing as dear as a right Hand, or a right Eye, rather than not follow Thee.","O my Haualtagh! nagh ren soiaghey jeed hene, agh ghow ort Cummey Sharvaant, ny lhig dooys goaill orrym dy ve Eiyrtyssagh jeed’s, fegooish streeu dy jeean dy eiyrt er Kesmadyn bannit dty Vea smoo Chasherick,—Dty Hurranse, dty Veeinid, as dty Injillid-aigney; Dty veggan Geill son Eunyssyn y Theihll, e Vaynrys, e Vondeish, as ooilley e Yalloonyn:—Yn Chymmey jeean ayd’s son Treihys Deiney:—Dty Yeidjys doccaragh ayns jannoo Mie:—Dty Hannaghtyn kinjagh ayns Padjer, as dty Viallys gys Aigney dty Ayrey.—Lhig dooys ny sleaie scarrey rish Nhee erbee eer cha deyr as Laue yesh, ny Sooill yesh, na gyn geiyrt ort’s."
Mat. vi. 24. No Man can serve two Masters.—Ye cannot serve God and Mammon.,Mian vi. 24. Cha vod Dooinney erbee daa Vainshter y hirveish.—Cha vod shiu Jee as [4]Mammon y hirveish.
"May I never set up any Rival, O God, with thee in [61] the Possession of my Heart! May I never attempt to reconcile thy Service with that World which is at Enmity with thee! Give me, I beseech Thee, the Eyes of Faith that I may see the World, what in Truth it is;—The Danger of its Riches,—The Folly of its Pleasures, The Multitude of its Snares,—The Power of its Temptations,—Its deadly Poison, and certain Danger of drawing my Heart from the Love of Thee.","Nagh row nouyn dooys, O Yee, dy bragh soiaghey seose [61] Nhee erbee dy ve Ayrnagh mayrt’s ayns my Chree! Nagh jean-ym dy bragh goaill ayns Laue dy yannoo coardail eddyr y Chirveish ayd’s as y Seihll shen ta ec Noidys rhyt! Cur dou, ta mee guee ort, ny Sooillyn dy Chredjue dy voddym fakin y Seihll, cre ayns Firrinys te;—Danjeyr e Verchys,—Ommijys e Eunyssyn,—Ymmodee e Ribbaghyn,—Pooar e Violaghyn,—E Physhoon baasoil, as e Ghaue shickyr dy hayrn my Chree veih Graih ’chur dhyt."
,
"Matt. xxii. 37, 39. Thou shalt love the Lord thy God with all thy Heart,—And thy Neighbour as thy self.","Mian xxii. 37, 39. Ver oo Graih da’n Chiarn dty Yee lesh ooilley dty Chree,—As da dty Naboo myr dhyt hene."
"O that the Love of God may be the Commanding Principle of my Soul; and that I may have this comfortable Proof of his Love abiding in me, that I study to please him and to keep his Commandments!—That my Love to my Neighbour may be such as God has commanded, that I may give and forgive, and love, as becomes a Disciple of Jesus Christ!","O dy vod Graih Yee ve Ard-reiltagh my Annym; dy vod ve aym yn Prowal gerjoilagh shoh jeh’n Ghraih echey tannaghtyn aynym, dy voddym streeu dy wooiys eh as dy reayll e Annaghyn!—Dy vod my Ghraih da my Naboo ve lheid as ta Jee er harey, dy ve giastyllagh as leih, as Graih y choyrt, myr ta cooie da Eiyrtyssagh Yeesey!"
"1 John iii. 14. We know that we have passed from Death unto Life, because we love the Brethren.","1 Ean iii. 1 4. Ta fys ain dy vel shin caghlait veih Baase gys Bea, er-yn-oyr dy nhynney lhien ny Braaraghyn [Creestee]."
"What it is to love my Neighbour as myself, Thou, O Lord, hast taught me in [62] thy holy Word:—Never to wrong or deceive him:—Never to grieve him, or without a Cause to create him Trouble;—Never to treat him with Contempt and Scorn;—Never to be pleased with his Misfortunes and Faults:—But to rejoice in his Happiness, and help him in his Wants,—Give me, O Lord, a Proof of my having passed from Death unto Life.","Cre te dy chur Graih da my Naboo myr dou hene, T’ou uss, O Hiarn, er n’ynsaghey dou [62] ayns dty Ghoo casherick;—Gyn dy bragh Aggair y yannoo da ny ’volley eh:—Gyn dy bragh Trimshey y chur er, ny gyn oyr dy hayrn Seaghyn er;—Gyn dy bragh beg y hoiaghey jeh, ny Faghid y yannoo er;—Gyn dy bragh goaill Boggey ec Drogh-haghyrt erbee, ny Foilchin dty Naboo: Agh dy ghoaill Boggey ayns e Vaynrys, as dy chooney lesh ayns e Eme.—Cur dooys, O Hiarn, yn Prowal shoh dy vel mee er my chaghlaa veih Baase gys Bea."
"Gal. iii. 13. Christ hath redeemed us from the Curse of the Law, being made a Curse for us; that is, He was treated as one under the Curse of the Law, Deut. xxi. 23.","Gal. iii. 13. Ta Creest er livrey shin veih Mollaght y Leigh, eh-hene jeant ny Vollaght er nyn son; ta shen dy ghra, Va Kerraghey currit er myr er Fer fo Mollaght y Leigh, Deut. xxi. 23."
,
"Blessed God, how great was our Misery? How great was thy Mercy? when nothing could save us from Ruin, but the Death of thy Son!—I see by this, how hateful Sin is to Thee.—Make it so to me, I beseech Thee.—May I never flatter myself, that thy Mercy will spare me, if I continue in Sin, when thou sparedst not thine own Son, when he put himself in the Place of Sinners!—May I never provoke thy Justice!—May I never forget thy Mercies, [63] and what thy Son has done for me!","Yee bannit, cre wheesh va nyn Dreihys? Cre wheesh va dty Vyghin’s? tra nagh voddagh Nhee erbee, shin y hauail veih Toyrt-mow, agh Baase dty Vac!—Hee-ym liorish shoh, cre cha dwoaiagh as ta Peccah dhyt.—Myr shen dy row eh dooys, ta mee guee ort.—Ny lhig dou dy bragh brynnoil rhym pene, dy jean dty Vyghin lhiggey lhiam, my nee’m tannaghtyn ayns Peccah, tra nagh ren oo lhiggey lesh dty Vac hene, tra hug eh eh-hene ayns Ynnyd ny Peccee!—Ny lhig dooys dy bragh dty Chairys y vrasnaghey!—Ny lhig dou [63] dy bragh jarrood dty Vyghinyn, as cre ta dty Vac er n’yannoo er my hon!"
,
"Tit. ii. 14. He gave himself for us, that he might redeem us from all Iniquity, and to purify unto himself a People zealous of good Works.","Tit. ii. 14. Hug eh eh-hene er nyn son, dy voddagh eh shin y eaysley veih dy chooilley Vee-chraueeaght, as casherickey da hene Pobble reiht, jeean ayns Obbraghyn mie."
"Blessed be God, that I was united to this People by Baptism! Grant that I may never disgrace Thee, or my Christian Profession, by an ungodly Life.—O Thou, who hast redeemed us from Sin and Death, cause me to understand, to value, and ever remember thy great Love, and to shew that I do so by a Life consecrated to thy Service.","Bannit dy row Jee, dy vel mish jeant unnane jeh’n Phobble shoh liorish Bashtey! Giall nagh jean-ym dy bragh mee-hene neu-feeu jeed’s ny jeh my Chredjue Creestee, liorish Bea vee-chrauee.—O uss, t’er ve nyn Ver-kionnee veih Peccah as veih Baase, cur orrym dy hoiggal, dy yannoo Ard-soiaghey jeh, as dy bragh dy chooinaghtyn er dty Ghraih erskyn-earroo, as dy hoilshaghey dy vel mee jannoo shen liorish Bea er ny chasherickey gys dty Hirveish."
"2 Tim. ii. 12. If we deny him, He also will deny us.","2 Tim. ii. 12. My ta shin gobbal eshyn, nee eshyn myrgeddin shinyn y obbal."
"How many deny Thee, Jesus, without Thought, and without Dread! Do they know what they do, who lightly turn their Backs upon this Ordinance? Who make a Mock of Sin, which cost Thee thy Life? Who are ashamed of Thee, and of thy Gospel, out of regard to Men? Who by their unchristian Lives do renounce thy Service?—Do they [64] consider what it is to be denied by Thee?—What it is to have no Interest in thy Death, thy Merits, and Mediation?—Gracious God, deliver me from this dreadful Sin and Judgment.","Cre whilleen ta gobbal uss, O Yeesey, gyn Tort, as gyn Aggle! Vel fys oc cre t’ad dy yannoo, ta cha neu-hastagh chyndaa nyn Ghreeym rish yn Oardaghey shoh? Nagh vel jannoo agh Craid jeh nyn Beccaghyn, chost dhyt’s dty Vioys?—Ta goaill Nearey jeed’s as jeh dty Hushtal, ayns Ammys Gheiney?—Ta liorish nyn Mea neu-chreestee treigeil dty Hirveishys? Vel Toiggal oc cre te [64] dy ve obbit liort’s?—Cre te gyn veg y vondeish y ve oc liorish dty Vaase, dty Hurranse, as dty Phleadeilys er nyn son?—Yee ghraysoil, livrey mish veih’n Peccah as y Kerraghey atchimagh shoh."
"St. Matt. xxvi. 35—Peter said, Tho’ I should die with Thee, yet will I not deny Thee.","Noo Mian xxvi. 35. Dooyrt Peddyr, ga dy beign dou goll dy Baase mayrt, cha nobbin oo."
"Preserve me, gracious Lord, from a presumptuous Opinion, and Dependence on my own Strength, without the Aids of thy Grace: Let me see, in this sad Instance, my Weakness without thy Assistance, and my Ruin without thy Help.","Freill mish, Hiarn ghraysoil, veih Smooinaghtyn daaney, as Treishteil foalsey er my Niart hene, fegooish Kemmyrk dty Ghrayse: Ayns y Vac-soyley trimshagh shoh, lhig dou fakin my Annooinid fegooish dty Niart, as my Hoyrt-mow fegooish dty Chooney’s."
"St. Luke xxii. 61, 62. And the Lord turned and looked upon Peter, and Peter remembered the Words of Christ,—and went out and wept bitterly.","Noo Luke xxii. 61, 62. As hyndaa yn Chiarn, as yeeagh eh er Peddyr, as chooinee Peddyr er Goan Chreest,—as hie eh magh as cheayn eh dy sharroo."
"O Jesus, look upon me with the same Eye of Compassion, whenever I shall do amiss, that I may see my Fault, and forthwith return to my Duty:—Let this Instance of thy Mercy be our Comfort, since so great and repeated a Crime did not exclude this Penitent from thy Mercy; but let not this make us fearless of offending Thee, lest we never repent. [65]","O Yeesey, jeeagh orrym’s lesh y Tooill cheddin dy Hymmey, cre-erbee yn Traa nee’m ass y Raad, dy voddym my Oill y akin, as er-y-chooyl chyndaa gys my Churrym:—Lhig da’n Cowrey shoh jeh dty Vyghin ve yn gerjagh aym’s, fakin nagh ren Foill wheesh as cha mennick jeant giarey magh yn Arryssagh shoh veih dty Vyghin; agh ny lhig da shoh shinyn y yannoo [65] mee-agglagh dy vrasnaghey, er-aggle nagh gow mayd dy bragh Arrys."
"St. Luke xxii. 3, 4, 5. Then entered Satan into Judas, and he communed with the Chief Priests, how he might betray him unto them:—And they covenanted to give him Money, &c.","Noo Luke xxii. 3, 4, 5. Eisht hie yn Drogh-spyrryd stiagh ayns Yuaase as ghow eh Coyrle rish ny Ard-saggyrtyn mychione eh y vrah daue:—as ren ad Conaant dy chur Argid da, &c."
"If I should provoke Thee, O God, by resitting thy Holy Spirit, to leave me to my own natural Corruption, and to the Power of Satan, I see, in this wretched Man, what Wickedness I am capable of.—Lord God, abandon me not to my own Choices:—Shut my Heart against that Covetousness, which was the Root of so great a Sin. Keep me from presumptuous Sins, lest they get the Dominion over me; and secure me under the Conduct of thy Holy Spirit, for Jesus Christ’s sake.","My yinnin’s uss y vrasnaghey, O Yee, liorish shassoo magh noi dty Spyrryd Noo, dy aagail mee gys Neu-ghlenid my Ghooghys hene, as gys Pooar y Drogh-spyrryd, ta mee fakin, liorish y Dooinney mollee shoh, cre’n Vee-chraueeaght oddin ve kyndagh jeh.—Hiarn Yee, ny faag uss mish da my Yeearreeyn hene: —Dooin my Chree noi yn Taynt shen, va Fraue jeh lheid y Peccah eajee. Freill mee veih Peccaghyn dy Ghaanys er dty Vyghin, nagh vow ad yn Varriaght orrym; as freill mee fo Leeideilys dty Spyrryd Noo, er graih Yeesey Creest."
"Deut. xvi. 16. They shall not appear before the Lord empty: every Man shall give as he is able, according to the Blessing of the Lord thy God, which he hath given thee.","Deut. xvi. 16. Cha jig uss lesh Laue follym fenish y Chiarn: ver dy chooilley Ghooinney rere e Fort, cordail rish Bannaght y Chiarn dty Yee, t’eh er choyrt dhyt."
"Shall I appear before thee, O God, worse than a Jew?—Can I give any thing to thy Poor, but what I have received from thee? How can I say that I love Thee [66] much, if I give sparingly to them, whom thou hast appointed in thy Place to receive our Alms? Give me an Heart, O God, to give according to thy Blessing upon me, and as I expect thy Blessing upon myself and Substance.","Jig-yms ayns dty Enish, O Yee, ny smessey na Hew?—Voddym Nhee erbee y choyrt da ny Boghtyn ayd’s, agh ny ta mee er gheddyn void’s? Kys oddym gra dy vel mooarane [66] Graih aym ort, my ta mee shirveish cha gortagh orroosyn, t’ou ayns dty Ynnyd hene er phointeil dy ghoaill nyn Yeirk? Cur Cree dooys, O Yee, dy ve giastyllagh corrym rish dty Vannaght orrym pene as er my Chooid."
"1 Pet. iv. 10. As every Man hath received the Gift, even so minister the same one to another as good Stewards.","1 Peddyr iv. 10. Myr ta dy chooilley Ghooinney er gheddyn y Gioot, dy jarroo myr shen shirveish-jee yn chooid cheddin yn derrey yeh er y jeh elley, myr Stiurtyn mie."
"O God, who has taught us, that we are all but thy Stewards—Keep me from that great Injustice of defrauding thy Poor of their Right: Give me Grace to moderate all my vain Desires and Expences, that I may have to give to them that need, and that the Measure of thy Blessings to me may be the Measure of my Charity to others.","O Yee; t’er n’ynsaghey dooin nagh vel shin ooilley agh Stiurtyn foyd—Freill mish, ta mee guee ort, veih’n Vee-chairys vooar shen dy volley dty Voghtyn’s jeh nyn Gair: Cur Grayse dou dy smaghtaghey ooilley my Yeearreeyn fardalagh, as my Vaarail, dy vod ve aym dy chur dauesyn t’ayns Feme,—As dy vod y Towse jeh dty Vannaghtyn dooys, ve yn Towse jeh’n Ghiastyllys aym’s da feallagh elley."
,
,
,
,
,
,
