Manx,English
as shoh lesh slattys nagh jed sheese dy bra.  ø ,and this with a decree that will never be repealed. [152]
Nagh vel ayns Niau ayms hannah pooar dy reill ,"Do I, in Heaven, not already have authority to govern"
harrish mooarane? Cha vel mee mee-hreishteil [153],over many? I am quite confident 
"nagh shass ad ooilley fo my chullee ard, ","that they will all stand under my high banner,"
"dy beagh aym saase dy hayrn veih’n voayl shoh ad,","if I had a scheme to draw them from this place,"
"gys boayn y Twoaie Wooar, ec my phlaase reeoil, [154]","to the quarters of the Great North, at my royal palace,"
raad s’lioar da Jee shin ’akin lesh e hooill.  [155],where God can scarcely see us with his eye.
"Trog ort, as skeayl dty skianyn sollys lhean,","Get up, and spread your broad shining wings,"
"as, leah myr smooinaght, getlagh gys dagh boayn","and, fast as thought, flying to each flank "
"jeh m’armee lhean, insh da ny leeideilee ","of my extensive army, tell the leaders"
"dy vel raaue gyere eer nish er heet veih’n ree,  [156]","that a strict alert has come from the king just now,"
dy chruinnaght ooilley ny ta fo my phooar  ,to assemble all those who are under my command
"gys un slane vustyr, ec my halley wooar,    [157]","to one general muster, at my great hall,"
"raad vees eh hene, myr t’eh er ghialdyn jiu,  [158]","where he himself will be, as he has promised today, "
ayns gloyr; as ver eh thooilley leighyn diu.’  [159],in glory; and he will give more laws to you. 
,
Satan choud shoh: yn zeraph er ny ghoaill ,"Satan thus far: the seraph, taken in by the"
"lesh mooads e viole, ny s’leaie na side, chie ’rsooyl   [160]","magnitude of his deception, faster than an arrow went off"
"er drogh yurnah, dy hayrn e heshaghyn","on an evil journey, to lure his fellows"
"’sy ribbey yioulagh, roish traa smooinaghtyn.","into the diabolical trap, before [he had] time to think."
"Yn chaght’raght jeant, cha leah as v’er ny ghra ","The message delivered, as soon as it was said"
"as credjue aashagh neesht er ny chur da,","and ready trust also given to it,"
"va’n chullee reeoil troggit seose ’syn aer, ","the royal banner was raised up in the air,"
"dy voddagh ooilley shen y chur-my-ner,","so that they all could behold it,"
"myr cowrey siyragh daue, dy etlagh bieau  [161]","as a signal for them to hasten, to swiftly fly"
gys yn ard-zeraph aarloo dy gholl lhieu.   [162],to the arch-seraph ready to proceed.
"Cha vel yn eayst ta sollys er nyn skyn,","The moon that shines above us, "
"chyndaa ’syn aer, cha gial ’s va’n chullee shen. ","moving across the sky, is not so bright as was that banner."
Arminyn mooar y Twoaie va bennalt rish  [163],The great armies of the North that belonged to him
"hayrn stiagh dy leah, jeeaghyn nyn miallys.","drew in quickly, showing their compliance."
"Trooid yn aer thanney yare ad lesh nyn skian,   [164] ","Through the thin air they cut with their wings,"
dagh Pooar leeideil ayns doaie e heshaght hene. [165],every Power leading his own company in proper order.
"Jeih keayrtyn jeih thousaneyn v’ayns dagh rheynn,  ","Ten times ten thousand were in each division,"
as erskyn coontey va ny rheynnyn shen. ,and those divisions were beyond counting.
"Myr boittal aileagh hrog ad seose dy ard,   [166]","Like a fiery cloud they rose up high,"
lossey ’syn aer ghial myr v’ad goaill nyn raad ,blazing in the bright air as they made their way
"ny hrooid. Myr chentyn taarnagh ren ad roie, ","through. Like thunderbolts they raced,"
"as ayns y tullagh v’ad ’sy Twoaie nyn soie,   [167]","and in a moment they were seated in the North,"
ec y voayl pointit: foddey smoo jeh Niau ,at the appointed place: far more of Heaven
faagit nyn yeï na ta jinyn er dagh laue     [168],left behind them than [all] the land and sea 
thalloo as faarkey ayns y theihll shoh wass; ,surrounding us in the world down here;
"shen binn y Twoaie, as ooilley’n seihll ve Jiass.  [169]","those are the Northern regions, all the world being South."
"Gyn dooyt v’ad smooinaght d’akin gloyr vac Yee, [170] ","Certainly they expected to see the glory of God’s son,"
"agh Satan v’oc, ayns ooashley mooar ny hoie ","but Satan they got, seated in great majesty"
er stoyl ard-reeoil; ayns y yillid smoo ,on an imperial throne; in the supreme brightness
ren creenaght Niau ’sy toshiaght eh y chroo.   [171] ,that the wisdom of Heaven in the beginning created him in.
Myr goullyn greiney hilg eh sollys veih   [172],"He cast brilliance from him like sunbeams,"
as v’eh ayns shilley jeh dagh ainle y reih ,and he was in the view of every angel the ideal
"son mooads as aallid, gillid gial as gloyr,  [173]","of greatness and beauty, for pure brightness and glory,"
"son roshtyn keilley neesht, as yrjid pooar.   [174]","for scope of mind too, and supremacy of power."
"E phlaase mooaralagh v’er cronk aalin soit,  [175]","His grand palace was set on a beautiful hill,"
pillaryn airh ass yn ooir verchagh cleiyt ,pillars of gold quarried from the rich earth
"nyn shassoo fo, as ayns dy chooilley nhee ","standing under it, and in every matter"
v’eh geearree ’ghloyr ve corrym rish gloyr Yee. ,he was desirous of his splendour being equal to God’s.
Dhatt eh ayns moyrn dy akin lheid y grih     [176],He swelled with pride to see such a host 
"dy ainlyn sollys chaglit gys e hie, ","of brilliant Angels gathered to his house,"
"as fo e reill, goaill boggey sthie ayn hene ","and under his command, rejoicing within himself"
dy row’n chied chrout er hayrn ad ayns y lieen. ,that the first trick had drawn them into the net.
"Honnick eh’n traa dy olmagh huc e chree, ","He saw that it was time to open up his heart to them,"
cre’n aght v’eh kiarit d’irree magh noi Jee. ,how he was resolved to rebel against God.
"Chum eh ’ghlare villish corrym gys e viol,    [177]","He formed his sweet language in accord with his enticement,"
"keiltyn e ’oalsaght, as myr shoh hug eh coyrle:  ","hiding his falseness, and thus he gave his view:"
,
[SATAN],[SATAN]
"‘Phrinceyn reeoil, Vienyn, as Phooaraghyn,    [178]   ","‘Royal princes, Virtues, and Powers,"
"va rieau ayns Flaunys nyn go-eiraghyn,","who were always co-heirs in Heaven,"
"ta liorish dooghys sollys, creeney, glen, ","who are by nature brilliant, wise, pure,"
"ec reamys aigney seyr, dy yannoo shen ","at liberty of free will, to do whatsoever"
cre-erbee sailliu hene; gyn leigh erbee ,you yourselves please; without any law
"dyn giangley rieau dy viallys da Jee,    [179]","binding you ever to obedience to God,"
"ny da fer elley. O! Te coonrey deyr, ","or to anyone. Oh! It is an expensive exchange,"
"son slav’raght treih, dy chreck nyn reamys seyr.   [180]",to sell our liberty for miserable slavery. 
"As shoh’n chooish ain, my ghoys mayd agh imnea ","And this is our case, if we have any concern "
dy viallys da’n leigh chie ’r cur dooin jea.,for obedience to the law that was given us yesterday.
She liorish Dooghys haink dy chooilley nhee. ,It is by Nature that all things came to be.
"Dooghys ta ooilley-niartal, cha nee Jee. ","Nature it is that is all-powerful, not God."
"As tra va’n jeantagh mooar shoh torragh, lane ","And when this great agent was pregnant, full"
"jeh dagh rass ooasle, appee ayns e brein, ","of every noble seed, ripe in her womb,"
"jymmyrk ee magh shen ta nish ayns nyn shilley, ","she brought forth what is in our sight,"
"Niau as ny t’ayn, ny ainlyn, Jee as ooilley. ","Heaven and what is in it, the angels, God and all."
"Agh ta Jee gra dy nee eh ren nyn groo, ","But God says that it was he that created them,"
"as veih’n oyr shen, t’eh gaggyrts y ghloyr smoo. ","and for that reason, he claims the greatest glory."
"Shin hene hug raad da dy ve er nyn skyn, ","It is we ourselves who gave him scope to be above us,"
as hee shiu nish dy der eh leighyn dooin.     [181],and you now see that he is to give us laws.
"Nish eisht y traa, my nee shiu coyrle y ghoaill, ","Now then is the time, if you will heed advice,"
"dy vrishey’n geuley, ’s dy cheau’n whing ersooyl.","to break the chains, and cast off the yoke."
"Cre oddys Jee, ny ’vac, as ny ta lhieu, ","What can God, or his son, or what is theirs,"
y yannoo rish yn Dooghys nagh jed mow? ,do to imperishable Nature?
"Cha vel oc armyn oddys shinyn y stroie,  [182]","They have no weapons that can destroy us,"
son jeh’n un dooghys ta shin myr ta Jee. ,for we are of the same nature as God is. 
"Lhig dooin eisht goll fo armyn gys e chooyrt, ","Let us then go under arms to his court,"
"yn phooar y ghoaill, my bee oc traa dy loayrt. [183]","to seize the power, before they have time to speak. "
Eisht fod mayd leighyn ’chiangley er nyn mooin ,Then we can bind laws on their backs
rere foays y sambyl t’ad er soiagh roïn.’   [184],following the force of the example they have set before us.’
,
Lheid ny goan mollee shoh loayr y traitoor [185],The like of these blasphemies the traitor spoke
"noi’n Ooilley-niartal Jee, as ooilley ’phooar! ","against Almighty God, and all his power!"
Foast jeh’n trass ayrn jeh ooilley ainlyn Niau ,Yet of the third part of all the angels of Heaven
"hayrn Satan lesh, dy hassoo er e hieu,     [186]","that Satan drew with him, to stand alongside him,"
"va un ard-ainle, e ennym Abdiel,   [187]","there was one archangel, Abdiel by name,"
"nagh ghow’n choyrle youlagh, as nagh dug da geill, ","who did not take the diabolical advice, and gave him no heed,"
"agh dreill e chredjue, as lesh oghsan gyere,   ","but kept his faith, and with a severe rebuke,"
"ayns lheid ny goan shoh, loayr eh noi’n volteyr.","in words such as this, he spoke against the deceiver."
,
[ABDIEL] [188],[ABDIEL]
‘O grayn as atchim! Quoi s’loys loayrt noi Jee  [189],‘O shock and terror! Who dares speak against God
lheid ny goan mollee? O s’beg heill mish choiee,"such blasphemous words? Oh, little did I imagine ever "
nyn lheid y chlashtyn! Kys daase ayns dty chleeau ,to hear the like! How did such venom grow in your bosom
lheid y pushoon t’er skeayley magh cha bieau  [190],that has spread out so quickly
"fud whoilleen Pooar? Va gys nish biallagh,   [191]","among so many Powers? Who were until now obedient,"
as vees dy gerrit ass Niau tilgit magh ,and soon will be cast out from Heaven
"mayrts son dy bra, gys ynnyd t’er ny chroo ","with you forever, to a place that has been created"
"da’n aigney piantagh, as da’n shilley doo;   [192]","painful to the spirit, and black to the sight, "
"’skyn surranse breinn, lesh torcan as plooghane","insufferably foul, with suffocating smoke and fumes "
"veih aile gyn vooghey, lostey trooid dagh ayrn ","from an inextinguishable fire, burning through every part"
jeh’n diunid-wooar; dy roostey jeh dagh fea ,"of the abyss, to rob of all rest"
"ny h-eebyrtee, ’s dy reayll ad ayns anvea, ","the exiles, and to keep them in distress,"
"torchagh, as pian; gyn gerjagh laa ny oie ","torment, and pain; without comfort day or night"
as gyn treishteil livrey y gheddyn choiee. ,and without hope of ever obtaining deliverance.
"As cha vel Niau cha sollys as cha glen, ","And Heaven is as brilliant and as pure,   [193]"
"cha lane dy vie, nagh vel yn ynnyd shen ","as full of good, as that place is so much"
wheesh er aght elley; as ny h-uilk ta ayn ,"the opposite, and the evils that are in it"
"toinnaghtyn olk, son eashyn fegooish kione.   [194]","persist evil, for ages without end."
Nish cre-erbee’n lhag-chredjue t’ayds jeh Jee ,Now despite any doubt you may have of God [195]
"mychione e phooar ’s e chreenaght, cha vel nhee","concerning his power and his wisdom, there is nothing "
ta da ro chreoi; son ooilley-niartal t’eh; ,that is too hard for him; for he is all-powerful;
"veih hene ta ’phooar, cha nee shinyn hug da eh. [196]","his power is from himself, it is not we that gave it him. "
"Ny t’ain dy ghiootyn, eshyn hug ad dooin,   ö","What gifts we have, it is he who gave us them,"
"as my s’gooidsave lesh ooilley reesht ’ghoaill woïn, ý","and if he pleases to take everything back from us,"
"cha jean mie streeu, son e chretooryn shin.   ø","opposition will do no good, for we are his creatures."
"Agh myr ta Jee ’skyn ooilley wheesh ayns pooar,","But as God is so much above all in power,"
ta ammys injil cairagh gys e ghloyr. ,humble reverence is due to his glory.
"Nagh bare dhyts, eisht, ve corree rish dty chree ","Would not the best way be for you, then, to be angry with your heart"
"son mooads dty voyrn as dt’ olkys noi dty Yee, ","for your great pride and your wickedness against your God,"
gys e vac reeoil tuittym er dty ghlioon? ,falling on your knee to his royal son?
Quoi ec ta fys nagh der eh dhyt pardoon?’,Who knows whether he won’t give you forgiveness?’
,
"Shoh grait, yn sp’ryd broghe, gatt ny smoo ayns moyrn, ","This said; the foul spirit, swelling bigger in pride,"
"eulys, as ferg, tra cheayll eh lheid ny goan, ","anger and fury, when he heard such words,"
frass dy ghoan mollee eajee ren eh spreih,sprayed a shower of odious blasphemies 
"noi’n Ooilley-niartal, e chreenaght as e ghraih,  ","against the Almighty, his wisdom and his love,"
"gobbal e phooar, e vieys, as dagh nhee ","rejecting his power, his goodness, and everything"
t’erskyn cretooryn dooghyssagh ayns Jee. ,in God that is above natural creatures. 
,
[SATAN],[SATAN]
"As, ‘Abdiel,’ dooyrt eshyn, ‘fow uss voym, ","And, ‘Abdiel,’ he said, ‘get thee from me,"
"son ta mish kiarit, as nee’m ny ta roym; ","for I am resolved, and I will do what is before me;"
tilgym uss jiu as ooilley pooar dty Yee    ,I will hurl you today and all the power of your God 
ayns yn towl doo shen jeh t’ou brynlaadee.’   [197],into that black hole of which you are ranting.’
,
"Yn zeraph bannee, myr veagh eh roit trooid ","The blessed seraph, as if he were run through"
"lesh goan awane as mollaghtagh y sp’ryd,   [198]","with the spirit’s obscene words and blasphemies,"
