English,Manx
4 The Lord is in his holy Temple : the Lords seate is in heaven.,4. Ta yn Chiarn ayns y hiámpyl kasserick : ta ynyd-sy̌i yn Chiarn ayns neaw. 
5 His eyes consider the poore : and his eye lids tryeth the children of men.,5. Ta y hẃilyn smẃnaghtyn er ny boghtyn : as ferẃghyn y hẃil shirre magh klawn géne.
,ferẃghyn] ms. ferẃghy
"6 The Lord alloweth the righteous : but the ungodly, and him that delighteth in wickednes, doth his soule abhorre.","6. Ta yn Chiarn góyl gy mei rish yn dwyne káyragh : agh yn niawghrawi, as éshyn ta goyl tatnys ayns olkys, ta dŵoi ag y anym er."
"7 Upon the ungodly he shall raine snares, fire and brimstone, storme and tempest : this shal be their portion to drinke.","7. Er yn niawghráwi ni e flaghy ribbaghyn, angil, as bryimston, styrrym, as dorein : sho víis nan ayrn dy if."
8 For the righteous Lorde loveth righteousnesse : his countenance will behold the thing that is just.,8. Erson sh’ yney lesh yn Chiarn kayragh káyrys : jeaghi y edyn er yn red ta káyr.
,jeaghi] ms. jeagh
,
The ii. day.,Yn ii. la.
Evening prayer.,Aspyrt.
Saluum me fac. Psal. 12.,Saluum me fac. psal. 12.
"Help me Lorde, for there is not one godly man left : for the faithfull are minished from among the children of men.","1. Kẃyn liam, Hiarn, erson gha vel yn ’wyne kráwi erna agáel : erson ta yn slyěi krédjoil er nan lýdaghy vei masky klawn géne."
,
"2 They talke of vanitie every one with his neighbour : they doe but flatter with their lips, and dissemble in their double heart.","2. T’ áyd taglw d’ ardálys gygh anáyn rŷ nábw : gha vel áyd agh brynryght rish nan meliyn, as maltaryght ayns nan gri dẃbyl."
3 The Lord shall roote out all deceitfull lips : and the tongue that speaketh proud things;,3. Rówri yn Chiarn magh wlly ny méliyn kalgagh : as yn chiange ta loyrt redyn morniagh;
"4 Which have said, With our tongues wee wil prevaile : we are they that ought to speake, who is lord over us?","4. Ta ern’ ’rá, rish nan jange gow meid barriyght : she shuiniyn áydsyn leshiagh loyrt, quei ta na hiárn harrw̌iniyn?"
wee wil] 1662 will we,
"5 Nowe for the comfortlesse troubles sake of the needie : and because of the deepe sighing of the poore,","5. Nish erson sýaghyn niawgyrjẃyl d’ yn ymmyrtysagh : as erson osney dow̌in ny moghtyn,"
"6 I will up (sayth the Lord) : and will helpe every one from him that swelleth against him, and will set them at rest.","6. Irriym shúas, ta yn Chiarn dy grá : as kwynym lesh gygh anayn věisyn ta gat na yoi, as verym áyd ag fé."
them] 1662 him,
"7 The wordes of the Lord are pure words : even as the silver, which from the earth is tried, and purified seven times in the fire.",7. Ta fokylyn yn Chiarn fokelyn glan : gy jarw mar yn argyd ta vei yn talw erna hyrre magh as glannit shaght kiyrtyn ayns yn angil.
"8 Thou shalt keepe them, O Lord : thou shalt preserve him from this generation for ever.","8. Fríalyt us áydsyn, O Hiarn : ni us eshyn y gháwdy vei yn shilógh sho erson gybrágh."
"9 The ungodly walke on every side : when they are exalted, the children of men are put to rebuke.","9. Ta yn niawghrawi gimíaght er gygh yn chéf : tra ta áydsyn er nan drogel shuas, ta klawn gene er nan doyrt gys aghsan."
,
,
,
Vsquequo Domine. Psal. 13.,Vsquequo Domine. psal. 13. 
How long wilt thou forget mee (O Lord) for ever : how long wilt thou hide thy face from me?,"1. Káidj ni us mish y iarẃd, O Hiarn, erson gybrágh : káidj ni us t’ edyn y ’alaghy voym?"
"2 How long shall I seeke counsell in my soule, and be so vexed in my heart : how long shall mine enemies triumph over me?","2. Káidj heiryms kowrley ayns m’ anym, as vîym gho gonit ayns my ghrí : káidj ni my noidjyn barriyght y goyl harřym?"
"3 Consider, and heare me, O Lord my God : lighten mine eyes, that I sleepe not in death.","3. Smwni as klwy̌n mi, O Hiarn my Iíh : soilshi my hẃilyn, nagh gadliym ayns báas."
"4 Lest mine enemie say, I have prevailed against him : for if I be cast downe, they that trouble me, will rejoyce at it.","4. Nagh n’abber my nóidj, ta mi ern’ góyl barriyght na ýoi : erson ma viym er my hilge shíis, áydsyn ta dy my hýaghyn, gowi ayd bogey je."
5 But my trust is in thy mercie : and my heart is joyfull in thy salvation.,5. Agh ta my hreistéel ayns dthy vyghyn : ta my ghri gannoil ayns dthy hawálys.
"6 I wil sing of the Lord, because hee hath delt so lovingly with me : yea, I will praise the Name of the Lord most Highest.","6. Goym oráyn d’ yn Chiarn, erson gy vel é ern’ ianw gho gráiygh rẃỳms : gy jarw, molyms enym yn Chiarn smw sýrje."
,
,
Dixit insipiens. Psal. 14.,Dixit insipiens. psal. 14.
The foole hath said in his heart : there is no God.,1. Ta yn ammydan ern’ grá ayns y ghrí : ghá vel Jíh erbi.
2 They are corrupt and become abominable in their doings : there is not one that doeth good (no not one).,"2. T’ ayd low̌, as er jit dwoiyól ayns nan obraghyn : gha vel anáyn ta janw mei, gha vel anáyn."
there is not one] 1662 there is none,dwoiyól] ms. dwoiyl
3 The Lord looked downe from heaven upon the children of men : to see if there were any that would understand and seeke after God.,3. Íàgh yn Chiarn núas vei neaw er klawn géne : dy akin ma veagh anayn erbi bálliesh twigel as sheir̀re nyre Jíh.
"4 But they are all gone out of the way, they are altogether become abominable : there is none that doeth good, no not one.","4. Agh t’ áyd wlly ern’ ’ol ass y ráyd, t’ áyd wlly kwjaght er jit dwoióyl : gha vel anáyn ta janw mei, gha vel anáyn."
,
"5 Their throat is an open sepulchre, with their tongues have they deceived : the poison of aspes is under their lips.","5. Ta nan skorniagh na ýoi foskilt, rish nan jangaghyn t’ ayd er mally : ta pwishwn aspyn fẃò nan méliyn."
,skorniagh] ms. storinagh
6 Their mouth is full of cursing and bitternesse : their feet are swift to shed blood.,6. Ta nan méal láyn dy gwíaghyn as sherruid : ta nan gassyn lúa dy gýarty fẁil.
"7 Destruction and unhappinesse is in their wayes, and the way of peace have they not knowen : there is no feare of God before their eyes.","7. Ta dol mow as niawghonagh ayns ny ráydjyn acksyn, as gha bawn daw ráyd yn shí : gha vel agyl erbí dy Iíh refs nan swilyn."
"8 Have they no knowledge, that they are all such workers of mischief : eating up my people as it were bread?","8. Nagh vel twigel erbi acksyn, gy vel ayd wlly léid ny hobrin shen dy ghrogh red : gi shúas my phobyl mar veagh aran?"
"9 And call not upon the Lord, there were they brought in great feare, (even where no feare was) : for God is in the generation of the righteous.","9. As gyn géym er y Chiarn, aynshen v’ ayd er nan doyrt ayns agyl vẃar, (gy jarw yn iynyd nagh row veg yn agyl) : erson ta Jih ayns shilógh yn slĕi ghayragh."
"And call not upon the Lord] 1662 this clause is restored to the end of v. 8, where it belongs, and was in the 1539 Great Bible.",nagh] ms. nag
"10 As for you, ye have made a mocke at the counsaile of the poore : because he putteth his trust in the Lord.","10. Ass erson shiǔss[21], ta shiŭ ern’ ianw knáid er korliy yn voght : erson gy vel e toyrt y hreistéel ayns y Chiarn."
"11 Who shal give salvation unto Israel out of Sion? when the Lord turneth the captivitie of his people : then shall Jacob rejoyce, and Israel shall be glad.","11. Quei ver sawálys dy Eisrael magh as Seion ? nar hyndáys yn Chiarn kapy[22] y phobyl, éish gowi Jakob bogey as bi Eisrael ganoil."
,
The iii. day.,Yn iii.la.
Morning prayer.,Ayryn.
Domine quis habitabit. Psal. 15.,Domine quis habitabit. psal. 15.
"Lord, who shal dwell in thy tabernacle : or who shall rest upon thy holy hill?","1. Hiarn, quei ni vaghey ayns t’ ynyd vághiys : na quei goys fe er dthy ghnock ghasserick?"
,t’ ynyd] ms. dthy t’ ynyd
"2 Even he that leadeth an uncorrupt life : and doeth the thing which is right, and speaketh the trueth from his heart.","2. Gy jarw eshyin ta líidjéel bé glann : as ta janw yn red ta káyr, as ta lóyrt yn irin veim y ghrí."
"3 Hee that hath used no deceit in his tongue, nor done evill to his neighbour : and hath not slandered his neighbours.","3. Eshyn nagh vel er klaghty malle erbi ayns y hangy, na ern’ ianw olk dâ nabẃ : as nagh vel er gwr liûn[23] er y nábwnyn."
neighbours] 1660 neighbor,
"4 He that setteth not by himselfe, but is lowly in his owne eyes : and maketh much of them that feare the Lord.","4. Eshyn nagh vel seiaghe beg[24] je héyn, agh ta íshil ayns y hẃilyn heyn : as ta janw mẃar ĵusyn ta goyl agyl roish y Chiarn."
"5 He that sweareth unto his neighbour, and disappointeth him not : though it were to his owne hinderance.","5. Eshyn ta lẃ dá nábw, as nagh vel dy vally é : gy veagh [é] gys y ghall héyn."
6 He that hath not given his money upon usurie : nor taken reward against the innocent.,6. Eshyn nagh vel er doyrt e argyt erson okyr[25] : na ern’ góyl lúagh nýoi yn er gyn loght.
7 Who so doeth these things : shall never fall.,7. Eshyn ta janw ny redyn shanoni : gha dwit e gybrágh.
,
,
Conserua me. Psal. 16.,Conserua me Domine. psal.16.
"Preserve me, O God : for in thee have I put my trust.","1. Fríal mi, O Iíh : erson aňyds ta mi er dóyrt my hreistéel."
"2 O my soule, thou hast said unto the Lord : thou art my God, my goods are nothing unto thee.","2. O m’ anym, ta us ern’ ’rá rish y Chiarn : she us my Iíh, gha vel my ghwyds veg dw̌itch."
3 All my delight is upon the saints that are in the earth : and upon such as excell in vertue.,3. Ta wlly m’ agney er ny nwaghyn ta ayns y talw : as er ’an léidsyn ass ta smẃ ayns krawíyght.
4 But they that run after another god : shall have great trouble.,4. Agh áydsyn ta ry̌ei nyre jíh elle : iew ayd sýaghyn mẃar.
5 Their drinke offerings of blood will I not offer : neither make mention of their names within my lips.,"5. Nan iŏgh owrel d’ w̌il, gha jeanyms y owrel : ghamẃ níym ’an enym y ymrá er chew sty̌ei dy my veliyn."
,
"6 The Lord himselfe is the portion of mine inheritance, and of my cup : thou shalt maintaine my lot.","6. She yn Chiarn héyn arn m’ eiyrys, as dy my ghapan : kwmmyt ẃ shúas my ghranghyr.[26] "
,
"7 My lot is fallen unto me in a faire ground : yea, I have a goodly heritage.","7. Ta yn kranghyr er dwitchym hwyms ayns talw alyn : gy jarw, ta eirys mei aym."
"My lot] 1599, 1660, 1662 The lot",
8 I will thanke the Lorde for giving me warning : my reines also chasten me in the night season.,8. Verym bwias d’ yn Chiarn erson ráw y hoyrt dŵys : ta m’ arniyn[27] níist dy my gheraghy er liés[28] ií.
"9 I have set God alwayes before mee : for hee is on my right hand, therefore I shall not fall.","9. Ta mi er dóyrt Jíh gygh wlly hrá m’ enish : erson ta éshyn er my law iesh, shenyfá gha jeanym twitchym."
"10 Wherefore my heart was glad, and my glory rejoyced : my flesh also shall rest in hope.","10. Krefá vá my ghri ganoil, as gow my glóyr bogey : gowi my ’eyl niíst fée ayns treisteel."
,as] ms. a
11 For why? thou shalt not leave my soule in hell : neither shalt thou suffer thine holy One to see corruption.,11. Erson kamma? gha vág us m’ anym ayns niẃryin : ghamẃ ’wlliys us t’ anáyn kasserick dy akin low̌ys.
,t’ anáyn] ms. ta anáyn
12 Thou shalt shewe me the path of life; in thy presence is the fulnesse of joy : and at thy right hand there is pleasure for evermore.,12. Jeaghyt us dow kassanyn ny bé; ayns t’ énish ta lanidj dy vogey : as ag dthy law iesh ta gan[30] erson gybrágh.
,
,
Exaudi Domine iustitiam. Psal. 17.,Exaudi Domine iuﬆitiam. psal. 17.
"Heare the right, O Lord, consider my complaint : & hearken unto my prayer, that goeth not out of fained lips.","1. Éyst rish yn gháyr, O Hiarn, smẃni er m’ akan : as klast rish my phadjer, nagh vel dol magh [ass] méliyn falsy."
2 Let my sentence come forth from thy presence : and let thine eyes looke upon the thing that is equall.,2. Ligg e my vrwinys chiít magh vei t’ énish : as ligg e dthy hẃilyn jeaghyn er yn red ta kor̀ym.
,dthy] ms. my
"3 Thou hast prooved and visited mine heart in the night season; thou hast tried me, and shalt finde no wickednesse in mee : for I am utterly purposed that my mouth shall not offend.",3. Tow er shyre magh as ern’ iaghyn my ghri ayns liêsh ny hy̌i; tow er my ’ýest[31] as gha now drogh red erbi aynym : erson ta mi láyn sowlaghy[32] nagh jean my veal loght.
4 Because of mens workes that are done against the wordes of my lippes : I have kept me from the wayes of the destroyer.,4. Erson obraghyn déne ta jeant nýoi fokelyn my véliyns : ta mi er my riâly heyn vei rádjyn yn strwialtagh.
my lippes] 1662 (as 1539) thy lips,
5 O hold thou up my goings in thy paths : that my footsteps slip not.,5. O kẃmm us shúas m’ imíaght ayns dthy ghassanyn : nagh skyr my ghasmedjyn.
"6 I have called upon thee, O God, for thou shalt heare me : encline thine eare to me, and hearken unto my words.","6. Jei mi oýrts, O Iíh, erson klwinyt us mi : iísli dthy ghlyesh hwyms, as klast rish m’ okelyn."
"7 Shew thy marveilous loving kindnesse, thou that art the Saviour of them which put their trust in thee : from such as resist thy right hand.","7. Sóilshi dthy gẃghys gráiygh ientysagh, us ta yn sawálagh acksyn ta toyrt nan dreistéel aynyds : vei léidj as ta shassw nýoi dthy law iěsh."
"8 Keepe mee as the apple of an eye : hide mee under the shadow of thy wings,","8. Frial mi mar ẃyll ny sẃily : falli mi fwo ská dthy skéanyn,"
9 From the ungodly that trouble me : mine enemies compass me round about to take away my soule.,9. Vei yn niawghrawi ta dy my hyaghyn : ta my noidjyn chíit krwin maŕgíỳrt ymmwm dy goyl er shiul m’ anym. 
,
10 They are inclosed in their owne fat : and their mouth speaketh proud things.,10. T’ ayd dw̌niít schagh ayns nan rífridj heyn : as ta nan meal lóyrt redyn morniagh.
,dw̌niít] ms. er dw̌niít
11 They lye waiting in our way on every side : turning their eyes downe to the ground;,11. T’ ayd ly̌ei farkiaght ayns nan rádjyn er gygh yn chew : chynda nan sẃilyn shiís gys y talw;
,
12 Like as a Lion that is greedie of his pray : and as it were a Lions whelpe lurking in secret places.,12. Mar lěion ta saintagh er y hélg : as mar qwellan lěion lyěi gynnys ayns ynnydyn fallíit.
"13 Up Lord, disappoint him, and cast him downe : deliver my soule from the ungodly, which is a sword of thine;","13. Shúas, Hiarn, as kwrr dy liǎtty as tilg shíis e : livré m’ anym vei yn niawghráwi, ta na ghleiw lěts;"
"14 From the men of thy hand, O Lord, from the men, I say, and from the evill world : which have their portion in this life, whose bellies thou fillest with thy hid treasure.","14. Vei ny déne dy dthy law, O Hiarn, vei ny dene, ta mi dy grá, as vei yn drogh hýyl : ag vel ’an arn ayns y týyl shó, ny bwilg ack ta us dy liény lesh dthy haskaghyn fallíit."
15 They have children at their desire : and leave the rest of their substance for their babes.,15. Ta klawn ǎck nýre nan agney : as t’ ayd fagáel yn ghwid elle d’ an gw̌ids ghon nan glawn veggy.
"16 But as for me, I will behold thy presence in righteousnesse : and when I awake up after thy likenesse, I shal be satisfied with it.","16. Agh er my hons, jeaghyms t’ enish ayns kayrys : as tra gwiskym shuas nýre dthy ghaslys, biyms bwiagh lesh."
